"task_id","suite","scenario","rep","alpha_true","n","prior_delta","prior_center","fixed_stats","x_a","x_g","delta_post","mu_ratio","truth_mode","method","status","ks","w1","mean","var","ci_low","ci_high","cover","ess","ess_per_iter","ess_per_sec","acf1","acf10","runtime_sec","accept_rate","avg_evals","pig_N","n_save","message"
56,"damsleth","Damsleth n=5",56,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872658235444,4.68248269888107,0.0745306904923564,0.000536038864448765,0.034208846974194,0.122801350426877,FALSE,3898.94949063217,0.779789898126435,10452.9476960648,0.0481189211728795,0.00567773537615929,0.373,NA,NA,200,4000,""
57,"damsleth","Damsleth n=5",57,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
57,"damsleth","Damsleth n=5",57,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.99987133637211,4.6822088588058,0.0748045305676175,0.000531711087943184,0.0338636291046125,0.124844096693077,FALSE,3729.30003422913,0.745860006845827,9737.07580738677,0.0348976777868914,-0.000928352205319978,0.383,NA,NA,200,4000,""
58,"damsleth","Damsleth n=5",58,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
58,"damsleth","Damsleth n=5",58,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999871769142686,4.68194562007744,0.0750677692959833,0.000510019572365817,0.0349167179452594,0.123686905577176,FALSE,3579.72098990304,0.715944197980609,9016.9294455996,0.0553231573542928,0.0071208603080383,0.397,NA,NA,200,4000,""
59,"damsleth","Damsleth n=5",59,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
59,"damsleth","Damsleth n=5",59,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.99987271375043,4.68345280763798,0.0735605817354403,0.000507647955240549,0.0347334820628123,0.120963110621451,FALSE,3527.98222565237,0.705596445130474,8625.87341235299,0.0537308978641757,-0.0324702180671786,0.409,NA,NA,200,4000,""
60,"damsleth","Damsleth n=5",60,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
60,"damsleth","Damsleth n=5",60,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872981127488,4.6826370807504,0.0743763086230229,0.000492524293800175,0.0351469875828694,0.122720153674656,FALSE,3683.06099538433,0.736612199076866,9230.72931174018,0.0411268232610046,-0.00969884793729634,0.399,NA,NA,200,4000,""
61,"damsleth","Damsleth n=5",61,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
